game,platform,developer,genre,number_players,rating,release_date,metascore,user_score
Dark Souls III: Ashes of Ariandel,PC,From Software,Role-Playing,,M,24-Oct-16,73,72
Project X Zone 2,3DS,Monolith Soft,Strategy,No Online Multiplayer,T,16-Feb-16,73,76
Stories: The Path of Destinies,PS4,Spearhead Games,Role-Playing,,T,12-Apr-16,73,72
Dragon Ball: Xenoverse 2,XONE,Dimps Corporation,Action,Up to 6 ,T,25-Oct-16,73,79
RIVE,PC,Two Tribes,Action,No Online Multiplayer,,13-Sep-16,73,63
Call of Duty: Infinite Warfare,PC,Infinity Ward,Action,Online Multiplayer,M,3-Nov-16,73,35
StarCraft II: Nova Covert Ops - Mission Pack 1,PC,Blizzard Entertainment,Strategy,,,29-Mar-16,73,71
Destiny: Rise of Iron,XONE,Bungie,Action,,,20-Sep-16,73,33
Eagle Flight,PS4,"Ubisoft, FunHouse",Action,Up to 6 ,E10+,8-Nov-16,73,69
Batman: The Telltale Series - Episode 3: New World Order,PC,Telltale Games,Adventure,,,25-Oct-16,73,72
Gears of War: Ultimate Edition for Windows 10,PC,"Epic Games, Splash Damage, The Coalition",Action,Up to 8 ,M,1-Mar-16,73,36
Warhammer: End Times - Vermintide,PS4,Fatshark AB,Action,Up to 4 ,M,4-Oct-16,73,62
Assetto Corsa,PS4,Kunos Simulazioni,Racing,Up to 16 ,E,30-Aug-16,73,61
Yesterday Origins,PS4,Pendulo Studios,Adventure,,M,17-Nov-16,73,65
Kona,PC,Parabole,Action Adventure,No Online Multiplayer,T,10-Mar-16,73,76
Poly Bridge,PC,Dry Cactus,Puzzle,No Online Multiplayer,,12-Jul-16,73,69
The Flame in the Flood,PC,The Molasses Flood,Modern,No Online Multiplayer,T,24-Feb-16,73,59
LEGO Harry Potter Collection,PS4,Warner Bros. Interactive Entertainment,Miscellaneous,No Online Multiplayer,E10+,18-Oct-16,73,73
Project Highrise,PC,SomaSim,Strategy,No Online Multiplayer,,8-Sep-16,73,73
Batman: The Telltale Series - Episode 2: Children of Arkham,PC,Telltale Games,Adventure,,,20-Sep-16,73,70
Rise of the Tomb Raider: Baba Yaga - The Temple of the Witch,XONE,"Crystal Dynamics, Nixxes Software",Action Adventure,,M,26-Jan-16,73,77
Headmaster,PS4,Frame Interactive,Sports,,E10+,13-Oct-16,72,72
Dead Rising 4,XONE,"Capcom, Capcom Vancouver",Action Adventure,Up to 4 ,M,6-Dec-16,72,47
Tricky Towers,PS4,"WeirdBeard B.V., WeirdBeard",Puzzle,Up to 4 ,E,2-Aug-16,72,70
Layers of Fear,PC,Bloober Team,Adventure,No Online Multiplayer,,16-Feb-16,72,76
Wayward Sky,PS4,Uber Entertainment,Action,,T,10-Oct-16,72,71
Return to PoPoLoCrois: A Story of Seasons Fairytale,3DS,Marvelous Inc.,Strategy,,E10+,1-Mar-16,72,62
Gurumin 3D: A Monstrous Adventure,3DS,Falcom,Role-Playing,,E10+,13-Oct-16,72,76
Hitman GO: Definitive Edition,PC,Square Enix Montreal,Strategy,No Online Multiplayer,E10+,23-Feb-16,72,42
Steep,PC,Ubisoft Annecy,Sports,Online Multiplayer,T,18-Nov-16,72,69
Yo-kai Watch 2: Bony Spirits,3DS,Level 5,Role-Playing,2,E10+,30-Sep-16,72,77
Mirror's Edge Catalyst,XONE,EA DICE,Action,,T,7-Jun-16,72,57
Let It Die,PS4,Grasshopper Manufacture,Action,No Online Multiplayer,M,3-Dec-16,72,72
Assassin's Creed: The Ezio Collection,PS4,Ubisoft Montreal,Miscellaneous,,M,15-Nov-16,72,76
Ray Gigant,VITA,Bandai Namco Games,Role-Playing,,T,3-May-16,72,81
Dragon Ball: Xenoverse 2,PS4,Dimps Corporation,Action,Up to 6 ,T,25-Oct-16,72,75
Superdimension Neptune VS Sega Hard Girls,VITA,Compile Heart,Action,,T,18-Oct-16,72,82
Jotun: Valhalla Edition,PS4,Thunder Lotus Games,Action,,T,9-Sep-16,72,70
Alone With You,PS4,Benjamin Rivers,Adventure,,E10+,23-Aug-16,72,68
Duke Nukem 3D: 20th Anniversary World Tour,PC,Gearbox Software,Action,Online Multiplayer,M,11-Oct-16,72,72
Psycho-Pass: Mandatory Happiness,PS4,5pb,Adventure,,T,13-Sep-16,72,67
LEGO Star Wars: The Force Awakens,PC,TT Games,Action Adventure,No Online Multiplayer,E10+,27-Jun-16,72,78
UEFA EURO 2016,PS4,Konami,Sports,,E,21-Apr-16,72,65
Minecraft: Story Mode - Episode 5: Order Up!,PS4,Telltale Games,Action Adventure,,E10+,29-Mar-16,72,63
Just Cause 3: Sky Fortress,PS4,Avalanche Studios,Action Adventure,,,15-Mar-16,72,72
Valley,PS4,Blue Isle Studios,Action Adventure,,T,23-Aug-16,72,72
Anima: Gate of Memories,XONE,Anima Project,Role-Playing,,T,3-Jun-16,72,83
Destiny: Rise of Iron,PS4,Bungie,Action,,,20-Sep-16,72,48
Steep,XONE,Ubisoft Annecy,Sports,,T,2-Dec-16,72,64
Disney Art Academy,3DS,Headstrong Games,Miscellaneous,,E,13-May-16,72,70
Until Dawn: Rush of Blood,PS4,SuperMassive Games,Action,,M,13-Oct-16,72,77
The Deadly Tower of Monsters,PS4,ACE Team,General,,T,19-Jan-16,72,70
Republique,PS4,"Camouflaj, LLC",Action Adventure,,M,22-Mar-16,72,59
Valkyrie Drive: Bhikkhuni,VITA,Marvelous Inc.,Action,Up to 4 ,M,11-Oct-16,72,81
Cities: Skylines - Snowfall,PC,Colossal Order,Strategy,,E,18-Feb-16,72,66
Dragon Ball: Fusions,3DS,Ganbarion,Role-Playing,No Online Multiplayer,T,22-Nov-16,72,80
Lichtspeer,PC,Lichthund,Action Adventure,No Online Multiplayer,,27-Sep-16,72,76
Mordheim: City of the Damned,PS4,Rogue Factor,Strategy,2,M,18-Oct-16,72,61
Total War: WARHAMMER - Call of the Beastmen,PC,Creative Assembly,Strategy,,,28-Jul-16,72,42
Demetrios - The BIG Cynical Adventure,PC,COWCAT,Adventure,No Online Multiplayer,,31-May-16,72,77
Dead Rising Triple Pack,PS4,Capcom,Action Adventure,,,13-Sep-16,71,67
Grow Up,PC,Ubisoft Reflections,Action Adventure,No Online Multiplayer,E,16-Aug-16,71,74
Bound,PS4,"SCE Santa Monica, Plastic Studios",Action,,E10+,16-Aug-16,71,71
LEGO Marvel's Avengers,XONE,TT Games,Action Adventure,No Online Multiplayer,E10+,26-Jan-16,71,53
Steep,PS4,Ubisoft Annecy,Sports,Up to 4 ,T,2-Dec-16,71,64
Job Simulator,PS4,Owlchemy Labs,Action,,E10+,13-Oct-16,71,70
Dead by Daylight,PC,Behaviour Interactive,Action Adventure,Online Multiplayer,M,14-Jun-16,71,66
Deponia,PS4,Daedalic Entertainment,Adventure,,T,1-Dec-16,71,62
Tumblestone,XONE,Ty Taylor and Mario Castaneda,Puzzle,,E,16-Jul-16,71,48
Factotum 90,XONE,TACS Games,Puzzle,,E,10-Feb-16,71,59
Megadimension Neptunia VII,PS4,"Idea Factory, Compile Heart",Role-Playing,No Online Multiplayer,T,2-Feb-16,71,70
Battleborn,XONE,Gearbox Software,Sci-Fi,,T,3-May-16,71,72
Hitman - Episode 4: Bangkok,PS4,Io Interactive,Action Adventure,,,16-Aug-16,71,71
Corpse Party,PC,Mages.,Action Adventure,No Online Multiplayer,,25-Apr-16,71,72
Song of the Deep,PC,Insomniac Games,Action Adventure,No Online Multiplayer,E,12-Jul-16,71,71
Mantis Burn Racing,PS4,VooFoo Studios,Racing,,E10+,12-Oct-16,71,71
Fenix Furia,PS4,Green Lava Studios,Action,,E,7-Jun-16,71,50
LEGO Marvel's Avengers,PS4,TT Games,Action Adventure,No Online Multiplayer,E10+,26-Jan-16,71,71
Aragami,PS4,Lince Works,Action Adventure,2,M,10-Oct-16,71,71
Fragments of Him,XONE,Sassybot,Adventure,,M,1-Jun-16,71,73
The Detail,PC,Rival Games Ltd,Adventure,No Online Multiplayer,,28-Apr-16,71,68
Tachyon Project,PS4,Eclipse Games,Action,,E,19-Jan-16,71,60
Stranger of Sword City,VITA,Experience Inc.,Role-Playing,No Online Multiplayer,T,26-Apr-16,71,81
Sebastien Loeb Rally Evo,PS4,Milestone S.r.l,Racing,Up to 16 ,E,29-Jan-16,71,76
Dark Souls III: Ashes of Ariandel,PS4,From Software,Role-Playing,,M,25-Oct-16,71,72
Uno,PS4,Ubisoft Chengdu,Miscellaneous,Up to 4 ,E,16-Aug-16,71,64
Oceanhorn: Monster of Uncharted Seas,XONE,Cornfox & Bros.,Action Adventure,No Online Multiplayer,E10+,7-Sep-16,71,81
EVE: Valkyrie,PS4,CCP,Action,Up to 16 ,T,13-Oct-16,71,68
Aragami,PC,Lince Works,Action Adventure,Online Multiplayer,M,4-Oct-16,71,72
Dreamfall Chapters,PC,Red Thread Games,Adventure,No Online Multiplayer,,17-Jun-16,71,77
Crazy Machines 3,PC,"FAKT Software GmBH, FAKT Software",Puzzle,No Online Multiplayer,,18-Oct-16,71,65
Exist Archive: The Other Side of the Sky,VITA,Tri-Ace,Role-Playing,,T,18-Oct-16,71,81
Assassin's Creed: The Ezio Collection,XONE,Ubisoft Montreal,Miscellaneous,,M,15-Nov-16,71,72
Samurai Warriors 4 Empires,PS4,Omega Force,Action,,T,15-Mar-16,71,71
Riptide GP: Renegade,PS4,Vector Unit,General,Up to 8 ,E10+,26-Jul-16,71,66
Chambara,PS4,team ok,Action,,E10+,26-Jul-16,71,60
The Climb,PC,Crytek,Action Adventure,,,21-Apr-16,71,72
Transport Fever,PC,Urban Games,Strategy,No Online Multiplayer,,8-Nov-16,71,74
Edge of Nowhere,PC,Insomniac Games,Action Adventure,,,6-Jun-16,71,66
Amazing Discoveries In Outer Space,PS4,Cosmic Picnic,Action,,E,2-Feb-16,71,64
The Walking Dead: Michonne - Episode 3: What We Deserve,PC,Telltale Games,Adventure,,,26-Apr-16,71,72
Halcyon 6: Starbase Commander,PC,"Massive Damage, Inc.",Strategy,No Online Multiplayer,,8-Sep-16,71,77
Fairy Fencer F: Advent Dark Force,PS4,Compile Heart,Role-Playing,No Online Multiplayer,T,26-Jul-16,71,68
Sherlock Holmes: The Devil's Daughter,PS4,Frogwares,Adventure,,T,25-Oct-16,71,71
No Man's Sky,PS4,Hello Games,Action,No Online Multiplayer,T,9-Aug-16,71,46
Sheltered,PS4,Unicube,Strategy,,T,15-Mar-16,70,64
Deadlight: Director's Cut,PS4,Tequila Works,Action,,M,21-Jun-16,70,65
I Am Setsuna,PC,Tokyo RPG Factory,Role-Playing,No Online Multiplayer,E10+,19-Jul-16,70,72
Brigador,PC,Stellar Jockeys,Action,No Online Multiplayer,,2-Jun-16,70,76
God Eater Resurrection,PS4,"Shift, Bandai Namco Games",Role-Playing,Up to 4 ,T,29-Jun-16,70,72
The Walking Dead: Michonne - Episode 1: In Too Deep,PS4,Skybound LLC,Adventure,,M,23-Feb-16,70,71
Human: Fall Flat,PC,No Brakes Games,Action Adventure,Online Multiplayer,,22-Jul-16,70,78
Hitman - Episode 5: Colorado,PS4,Io Interactive,Action Adventure,,,27-Sep-16,70,72
The Warlock of Firetop Mountain,PC,Tin Man Games,Role-Playing,No Online Multiplayer,,31-Aug-16,70,72
Hyrule Warriors Legends,3DS,Omega Force,Action,No Online Multiplayer,T,25-Mar-16,70,74
Yo-kai Watch 2: Fleshy Souls,3DS,Level 5,Role-Playing,2,E10+,30-Sep-16,70,74
Dead Island: Definitive Collection,PC,Techland,Miscellaneous,,M,31-May-16,70,56
Stranger of Sword City,XONE,Experience Inc.,Role-Playing,,T,22-Mar-16,70,76
Senran Kagura Shinovi Versus,PC,"Tamsoft, Marvelous AQL",Action,,M,1-Jun-16,70,71
Mother Russia Bleeds,PC,Le Cartel Studio,Action,,,5-Sep-16,70,69
Wailing Heights,PC,Outsider Games,Adventure,No Online Multiplayer,,27-Apr-16,70,69
Nitroplus Blasterz: Heroines Infinite Duel,PS4,"Examu, Marvelous Inc.",Action,2,T,2-Feb-16,70,68
Batman: The Telltale Series - Episode 1: Realm of Shadows,PS4,Telltale Games,Adventure,,M,2-Aug-16,70,65
The Final Station,XONE,"tinyBuild, Do My Best Games",Action Adventure,,T,2-Sep-16,70,62
Rainbow Moon,PS4,SideQuest Studios,Strategy,,E10+,16-Feb-16,70,63
Star Wars Battlefront: Outer Rim,PS4,EA DICE,Action,,T,5-Apr-16,70,59
Resident Evil 0: HD Remaster,PS4,Capcom,Action Adventure,No Online Multiplayer,M,19-Jan-16,70,77
Dead Star,PS4,Armature Studio,Action,,E,5-Apr-16,70,59
Grow Up,PS4,Ubisoft Reflections,Action Adventure,,E,16-Aug-16,70,60
Fortified,XONE,Clapfoot Inc.,Action,,T,3-Feb-16,69,67
Final Fantasy Explorers,3DS,Racjin,Role-Playing,Up to 4 ,E10+,26-Jan-16,69,85
River City: Tokyo Rumble,3DS,"Million, Aplus",Action,,E10+,27-Sep-16,69,80
Sorcery! Parts 1 and 2,PC,inkle,Action,,,2-Feb-16,69,77
The Walking Dead: The Telltale Series - A New Frontier,PC,Telltale Games,Action,No Online Multiplayer,,20-Dec-16,69,63
The Walking Dead: Michonne - Episode 1: In Too Deep,PC,Skybound LLC,Adventure,,,23-Feb-16,69,57
EVE: Valkyrie,PC,CCP,Simulation,,,17-Nov-16,69,46
Diaries of a Spaceport Janitor,PC,Sundae Month,Simulation,No Online Multiplayer,,16-Sep-16,69,71
Ashes of the Singularity,PC,Oxide Games,Strategy,,,31-Mar-16,69,68
Song of the Deep,PS4,Insomniac Games,Action Adventure,,E,12-Jul-16,69,71
Battleborn,PC,Gearbox Software,Sci-Fi,Online Multiplayer,T,3-May-16,69,71
Sword Art Online: Hollow Realization,PS4,"Bandai Namco Games, Aquria",Role-Playing,Up to 4 ,T,8-Nov-16,69,75
God Eater 2: Rage Burst,PS4,Shift,Role-Playing,Up to 4 ,T,30-Aug-16,69,75
Livelock,PS4,Tuque Games,Action,Up to 3 ,T,30-Aug-16,69,69
Deadlight: Director's Cut,XONE,Tequila Works,Action,,M,21-Jun-16,69,72
Mirror's Edge Catalyst,PS4,EA DICE,Action,,T,7-Jun-16,69,56
The Bunker,PS4,Splendy Games,Adventure,,T,20-Sep-16,69,61
Star Fox Zero,WIIU,PlatinumGames,Action,,E10+,22-Apr-16,69,74
ClusterTruck,XONE,tinyBuild,Action,,E,28-Oct-16,69,43
Cobalt,PC,Oxeye,Action,,,2-Feb-16,69,68
Pro Evolution Soccer 2017,PC,Konami,Sports,,E,13-Sep-16,69,37
Tom Clancy's The Division - Underground,XONE,Massive Entertainment,Action,,,28-Jun-16,69,71
Okhlos,PC,Coffee Powered Machine,Action Adventure,No Online Multiplayer,,18-Aug-16,69,77
Tumble VR,PS4,SuperMassive Games,Puzzle,,E,10-Oct-16,69,71
Resident Evil 0: HD Remaster,XONE,Capcom,Action Adventure,,M,19-Jan-16,69,76
Farming Simulator 17,PS4,Maximum Games,Simulation,Up to 6 ,E,25-Oct-16,69,65
Arslan: The Warriors of Legend,PS4,Omega Force,Action,2,T,9-Feb-16,69,65
Exist Archive: The Other Side of the Sky,PS4,Tri-Ace,Role-Playing,No Online Multiplayer,T,18-Oct-16,69,70
Resident Evil 5,PS4,Capcom,Action Adventure,Up to 4 ,M,28-Jun-16,69,74
Fragments of Him,PC,Sassybot,Adventure,No Online Multiplayer,,3-May-16,69,59
Aurion: Legacy of the Kori-Odan,PC,Kiro'o Games,Action,,,14-Apr-16,69,78
Fallout 4: Automatron,PS4,Bethesda Game Studios,Role-Playing,,M,22-Mar-16,69,64
Screencheat,PS4,Samurai Punk,Action,Up to 8 ,E10+,1-Mar-16,69,53
Dead Synchronicity: Tomorrow Comes Today,PS4,Fictiorama Studios,Adventure,,M,4-Oct-16,69,68
WWE 2K17,PS4,Yuke's,Sports,Up to 6 ,T,11-Oct-16,69,61
Farming Simulator 17,PC,Giants Software,Simulation,,E,24-Oct-16,69,76
8-Bit Armies,PC,Petroglyph,Strategy,Online Multiplayer,E10+,22-Apr-16,69,73
WWE 2K17,XONE,Yuke's,Sports,Up to 6 ,T,11-Oct-16,68,49
Bear With Me: Episode 1,PC,Exordium Games,Adventure,,,8-Aug-16,68,61
Blade & Soul,PC,NCSOFT,Massively Multiplayer Online,,M,19-Jan-16,68,45
The Technomancer,XONE,Spiders,Role-Playing,,M,28-Jun-16,68,73
Heart&Slash,XONE,AHEARTFULOFGAMES,Action,,E10+,24-Jun-16,68,74
Rogue Stormers,PC,Black Forest Games,Action,,T,21-Apr-16,68,76
Koihime Enbu,PC,UNKNOWN GAMES,Action,Online Multiplayer,,19-May-16,68,67
Battleborn,PS4,Gearbox Software,Sci-Fi,Up to 10 ,T,3-May-16,68,68
Valley,XONE,Blue Isle Studios,Action Adventure,,T,23-Aug-16,68,77
Broforce,PS4,Free Lives,Action,Up to 4 ,M,1-Mar-16,68,66
The Guest,PC,Team Gotham,First-Person,No Online Multiplayer,M,10-Mar-16,68,70
In Between,XONE,Gentlymad,Action,,T,8-Jun-16,68,80
Dear Esther: Landmark Edition,XONE,The Chinese Room,Adventure,No Online Multiplayer,T,20-Sep-16,68,50
Batman: The Telltale Series,PS4,Telltale Games,Action,,M,13-Sep-16,68,67
Mario Party: Star Rush,3DS,"Nintendo, Nd Cube",Miscellaneous,,E,4-Nov-16,68,71
"LEVEL 22, Gary's Misadventures",XONE,"Moving Player, Noego",Action,,E10+,29-Jan-16,68,80
Dear Esther: Landmark Edition,PS4,The Chinese Room,Adventure,No Online Multiplayer,T,20-Sep-16,68,65
Need for Speed,PC,Ghost Games,Racing,,T,15-Mar-16,68,53
WRC 6: World Rally Championship,XONE,Kylotonn,Racing,,E,7-Oct-16,68,53
Resident Evil 0: HD Remaster,PC,Capcom,Action Adventure,No Online Multiplayer,M,19-Jan-16,68,79
Root Letter,PS4,Kadokawa,Adventure,,,8-Nov-16,68,68
Earth's Dawn,PS4,One or Eight,Action,,T,1-Nov-16,68,67
Mafia III,PS4,Hangar 13,Action Adventure,No Online Multiplayer,M,7-Oct-16,68,52
Slain: Back from Hell,PS4,Wolf Brew Games,Action,,M,20-Sep-16,68,71
The Solus Project,PC,Grip Games,Action,No Online Multiplayer,,7-Jun-16,68,63
Senran Kagura: Estival Versus,PS4,"Tamsoft, Marvelous Inc.",Action,Up to 10 ,M,15-Mar-16,67,76
Lichtspeer,PS4,Lichthund,Action Adventure,,T,27-Sep-16,67,66
Brut@l,PS4,Stormcloud Games Limited,Action Adventure,,T,9-Aug-16,67,59
FORCED SHOWDOWN,PC,BetaDwarf,Role-Playing,,,29-Mar-16,67,75
Assault Suit Leynos,PS4,Dracue,Action,,E10+,14-Jul-16,67,67
Fallout 4: Automatron,PC,Bethesda Game Studios,Role-Playing,,M,22-Mar-16,67,49
TurnOn,PC,Brainy Studio LLC,Action,No Online Multiplayer,,1-Jun-16,67,53
Criminal Girls 2: Party Favors,VITA,Nippon Ichi Software,Role-Playing,No Online Multiplayer,M,22-Sep-16,67,82
King's Quest Chapter 4: Snow Place Like Home,PS4,The Odd Gentlemen,Adventure,,E10+,27-Sep-16,67,53
Nights of Azure,PS4,Gust,Role-Playing,No Online Multiplayer,T,29-Mar-16,67,72
How We Soar,PS4,Penny Black Studios,Action,,E,29-Nov-16,67,59
Batman: The Telltale Series - Episode 5: City of Light,PS4,Telltale Games,Adventure,,M,13-Dec-16,67,64
Dex,PS4,"Dreadlocks Ltd, Dreadlocks",Role-Playing,,M,12-Jul-16,67,70
TurnOn,XONE,Brainy Studio LLC,Action,,E,1-Jun-16,67,70
Romance of the Three Kingdoms XIII,PS4,Koei Tecmo Games,Strategy,No Online Multiplayer,E10+,5-Jul-16,67,71
Mount & Blade: Warband,PS4,"Koch Media, Taleworlds",Role-Playing,Up to 64 ,T,13-Sep-16,67,73
The Walking Dead: Michonne - A Telltale Miniseries,PC,Skybound LLC,Adventure,No Online Multiplayer,M,26-Apr-16,67,63
Ride 2,PC,Milestone S.r.l,Racing,Online Multiplayer,E,7-Oct-16,67,74
Mafia III,XONE,Hangar 13,Action Adventure,No Online Multiplayer,M,7-Oct-16,67,48
Champions of Anteria,PC,Blue Byte,Strategy,No Online Multiplayer,,30-Aug-16,67,71
Claire: Extended Cut,XONE,Hailstorm Games Inc,Adventure,,M,6-Sep-16,67,68
Dead Island: Definitive Collection,XONE,Techland,Miscellaneous,,M,31-May-16,67,45
The Little Acre,PS4,Curve Digital,Action Adventure,,E10+,13-Dec-16,67,65
Hard Reset Redux,XONE,Flying Wild Hog,Action,,M,3-Jun-16,67,64
The Way,PC,Puzzling Dream,Action,No Online Multiplayer,,19-May-16,67,74
Small Radios Big Televisions,PC,"Owen Deery, Fire Face",Adventure,No Online Multiplayer,,8-Nov-16,67,46
Rogue Wizards,PC,Spellbind Studios,Role-Playing,No Online Multiplayer,,27-Sep-16,67,63
CALENDULA,PC,Blooming Buds Studio,Adventure,No Online Multiplayer,,2-Feb-16,67,74
Rocketbirds 2: Evolution,PS4,Ratloop Asia Pte Ltd,Action,Up to 4 ,T,26-Apr-16,67,62
Agatha Christie's The ABC Murders,PS4,Microids,Adventure,,T,23-Feb-16,67,61
Dungeon Souls,PC,Mike Studios,Role-Playing,,,2-Dec-16,67,55
Sebastien Loeb Rally Evo,PC,Milestone S.r.l,Racing,,E,29-Jan-16,67,72
Earthlock: Festival of Magic,XONE,Snow Castle Games,Role-Playing,,E10+,1-Sep-16,66,72
Foul Play,PS4,Mediatonic,Action,,E10+,23-Feb-16,66,33
Quantum Break,PC,Remedy Entertainment,Action,No Online Multiplayer,M,5-Apr-16,66,53
Driveclub VR,PS4,Evolution Studios,Racing,Up to 8 ,E,21-Sep-16,66,67
Adventures of Mana,VITA,Square Enix,Role-Playing,,E10+,28-Jun-16,66,83
Her Majesty's SPIFFING,XONE,BillyGoat Entertainment Ltd,Adventure,,T,7-Dec-16,66,68
Enigmatis: The Ghosts of Maple Creek,XONE,Artifex Mundi,Puzzle,,T,8-Apr-16,66,74
Cobalt,XONE,Oxeye,Action,,E10+,2-Feb-16,66,73
Super Stardust Ultra VR,PS4,Sony Interactive Entertainment,Action,,E10+,10-Oct-16,66,64
The Incredible Adventures of Van Helsing II,XONE,NeocoreGames,Role-Playing,,T,1-Jul-16,66,68
One Piece: Burning Blood,PS4,Spike Chunsoft,Action,Up to 4 ,T,31-May-16,66,73
The Walking Dead: Michonne - Episode 2: Give No Shelter,PC,Telltale Games,Adventure,,,29-Mar-16,66,61
NASCAR Heat Evolution,PS4,"Monster Games Inc., Dusenberry Martin Racing",Racing,,E,13-Sep-16,66,44
WRC 6: World Rally Championship,PC,Kylotonn,Racing,Online Multiplayer,E,7-Oct-16,66,57
WRC 6: World Rally Championship,PS4,Kylotonn,Racing,Up to 8 ,E,7-Oct-16,66,61
Batman: The Telltale Series - Episode 2: Children of Arkham,PS4,Telltale Games,Adventure,,M,20-Sep-16,66,69
Silence: The Whispered World 2,XONE,Daedalic Entertainment,Adventure,,T,15-Nov-16,66,82
Manual Samuel,XONE,Perfectly Paranormal,Role-Playing,,T,14-Oct-16,66,64
Song of the Deep,XONE,Insomniac Games,Action Adventure,,E,12-Jul-16,66,71
This Is the Police,PC,Weappy Studio,Simulation,No Online Multiplayer,M,2-Aug-16,66,77
Battlezone,PS4,Rebellion,Action,Up to 4 ,T,13-Oct-16,66,71
Bridge Constructor,PS4,ClockStone Software,Simulation,,E,13-Dec-16,66,67
Full Mojo Rampage,PS4,Over the Top Games,Role-Playing,Up to 8 ,T,28-Jun-16,66,60
Galactic Civilizations III: Mercenaries,PC,Stardock,General,,,18-Feb-16,66,70
Among the Sleep,PS4,Krillbite Studio,Adventure,,,26-Jul-16,66,65
Agatha Christie: The ABC Murders,PC,Kalypso,Adventure,,,4-Feb-16,66,85
Sherlock Holmes: The Devil's Daughter,XONE,Frogwares,Adventure,,T,10-Jun-16,66,71
Agatha Christie's The ABC Murders,XONE,Microids,Adventure,,T,23-Feb-16,66,67
Oceanhorn: Monster of Uncharted Seas,PS4,Cornfox & Bros.,Action Adventure,No Online Multiplayer,E10+,7-Sep-16,66,72
Unepic,PS4,A Crowd of Monsters,Action,,T,29-Mar-16,66,66
Batman: The Telltale Series - Episode 1: Realm of Shadows,XONE,Telltale Games,Adventure,,M,2-Aug-16,65,68
MXGP2: The Official Motocross Videogame,PS4,Milestone S.r.l,Racing,Up to 12 ,E,21-Jun-16,65,65
Tharsis,PS4,Choice Provisions,Miscellaneous,,M,12-Jan-16,65,61
Maize,PC,Finish Line Games,Adventure,No Online Multiplayer,,1-Dec-16,65,74
Mario & Sonic at the Rio 2016 Olympic Games,WIIU,"Nintendo, Sega Sports R&D",Sports,,E10+,24-Jun-16,65,79
Lovely Planet,XONE,QUICKTEQUILA,Action,,,8-Jan-16,65,58
Battleship,XONE,Frima Studio,Miscellaneous,,E10+,2-Aug-16,65,66
Trillion: God of Destruction,VITA,Compile Heart,Role-Playing,,T,29-Mar-16,65,74
Party Hard,PS4,Pinokl Games,Action,,M,26-Apr-16,65,66
The Walking Dead: Michonne - Episode 1: In Too Deep,XONE,Skybound LLC,Adventure,,M,23-Feb-16,65,72
Sherlock Holmes: The Devil's Daughter,PC,Frogwares,Adventure,No Online Multiplayer,T,10-Jun-16,65,73
Xenoraid,PS4,"10tons Entertainment, 10tons Ltd, 10tons",Action,,E10+,8-Nov-16,65,62
Lucky's Tale,PC,Playful Corp.,Action,,,28-Mar-16,64,50
Metroid Prime: Federation Force,3DS,"Next Level Games, Nintendo",Action,Up to 4 ,T,19-Aug-16,64,54
Shadow of the Beast,PS4,Heavy Spectrum,Sci-Fi,No Online Multiplayer,M,17-May-16,64,73
Californium,PC,Nova Production,Adventure,No Online Multiplayer,,17-Feb-16,64,60
Robinson: The Journey,PS4,Crytek,Action Adventure,,,8-Nov-16,64,67
The Silver Case,PC,Grasshopper Manufacture,Adventure,No Online Multiplayer,M,6-Oct-16,64,76
Fallout 4: Nuka-World,PS4,Bethesda Game Studios,Role-Playing,,,30-Aug-16,64,59
Gal*Gun: Double Peace,PS4,"Alchemist, Inti Creates",Action,,M,2-Aug-16,64,67
Tom Clancy's The Division - Underground,PS4,Massive Entertainment,Action,,,28-Jun-16,64,55
P-O-L-L-E-N,PC,Mindfield Games,Adventure,No Online Multiplayer,,19-Apr-16,64,43
SwapQuest,VITA,Constantin Graf,Action,,E10+,23-Feb-16,64,70
TRON RUN/r,PS4,Sanzaru Games,Action,,E10+,16-Feb-16,64,64
Assassin's Creed Chronicles: India,XONE,"Ubisoft, Climax Studios",Action Adventure,,T,12-Jan-16,64,47
Psycho-Pass: Mandatory Happiness,VITA,5pb,Adventure,,T,13-Sep-16,64,73
